"Time [min]","Event Name","Chamber","Event Text","1A: O2 concentration [µM]","1B: O2 concentration [µM]","1A: O2 slope neg. [pmol·s-1·mL-1]","1B: O2 slope neg. [pmol·s-1·mL-1]","1: Temperature [°C]","1: Peltier power [%]"
83.5667,"","","",406.979,394.159,203.075,242.332,36.999,10.53
83.6000,"","","",406.61,393.705,203.387,242.532,37,10.493
83.6333,"","","",406.281,393.312,203.544,242.492,37,10.484
83.6667,"","","",406.011,392.8,203.249,242.476,37,10.502
83.7000,"","","",405.682,392.271,202.694,242.492,37,10.488
83.7333,"","","",405.177,391.725,202.286,242.872,37,10.485
83.7667,"","","",404.736,391.25,202.053,243.294,36.999,10.511
83.8000,"","","",404.317,390.813,201.944,243.529,37.002,10.466
83.8333,"","","",403.928,390.36,201.875,243.542,37.002,10.457
83.8667,"","","",403.683,389.901,201.727,243.448,37.001,10.442
83.9000,"","","",403.316,389.431,201.582,243.558,37,10.437
83.9333,"","","",402.839,388.909,201.566,243.863,37.001,10.423
83.9667,"PCR2","Both","",402.449,388.551,201.355,243.7,37.001,10.397
84.0000,"","","",401.947,387.861,201.028,243.864,37,10.382
84.0333,"","","",401.486,387.298,200.911,244.184,36.999,10.419
84.0667,"","","",401.04,386.745,201.095,244.614,36.999,10.421
84.1000,"","","",400.686,386.262,201.224,245,36.999,10.452
84.1333,"","","",400.419,385.721,201.052,245.385,37,10.462
84.1667,"","","",400.132,385.242,200.763,245.754,36.999,10.487
84.2000,"","","",399.733,384.697,200.366,246.304,36.998,10.513
84.2333,"","","",399.244,384.181,200.115,246.772,36.999,10.519
84.2667,"","","",398.807,383.681,199.825,247.198,36.999,10.553
84.3000,"","","",398.361,383.205,199.811,247.653,36.999,10.547
84.3333,"","","",398.011,382.734,199.811,248.12,37.001,10.501
84.3667,"","","",397.62,382.317,199.881,248.285,37.003,10.478
84.4000,"","","",397.132,381.832,199.955,248.434,37.003,10.451
84.4333,"","","",396.726,381.384,199.864,248.457,37.001,10.457
84.4667,"","","",396.359,380.954,199.598,248.351,37.002,10.435
84.5000,"","","",395.965,380.585,199.526,248.09,37.002,10.387
84.5333,"","","",395.594,380.144,199.473,247.696,37.002,10.406
84.5667,"","","",395.211,379.601,199.44,247.598,37.001,10.389
84.6000,"","","",394.833,379.071,199.236,247.174,36.999,10.428
84.6333,"","","",394.419,378.588,198.99,246.63,37,10.405
84.6667,"","","",393.967,378.004,199.062,246.326,36.999,10.446
84.7000,"","","",393.536,377.605,199.167,246.001,36.999,10.473
84.7333,"","","",393.139,377.259,199.065,245.508,37,10.453
84.7667,"","","",392.763,376.808,199.019,244.988,37,10.475
84.8000,"","","",392.434,376.255,198.915,244.542,36.999,10.517
84.8333,"","","",392.013,375.824,198.962,243.958,36.999,10.515
84.8667,"","","",391.633,375.454,199.21,243.363,36.999,10.532
84.9000,"","","",391.297,374.934,199.383,242.896,37,10.51
84.9333,"","","",390.871,374.439,199.574,242.405,37.002,10.476
84.9667,"","","",390.382,374.002,199.817,241.661,37.003,10.455
85.0000,"","","",389.994,373.527,199.798,240.961,37.002,10.447
85.0333,"","","",389.72,373.036,199.408,240.367,37.002,10.444
85.0667,"","","",389.332,372.665,199.203,239.696,37.001,10.404
85.1000,"","","",388.915,372.309,199.124,238.803,37.001,10.402
85.1333,"","","",388.514,371.775,199.097,237.951,37,10.406
85.1667,"","","",388.187,371.288,198.936,237.074,37.001,10.37
85.2000,"","","",387.762,370.886,198.545,236.027,37.001,10.355
85.2333,"","","",387.37,370.385,198.086,235.015,37,10.349
85.2667,"","","",387.087,369.987,197.565,233.949,37.002,10.305
85.3000,"","","",386.665,369.57,197.086,232.561,37,10.327
85.3333,"","","",386.198,369.095,196.948,231.585,36.999,10.361
85.3667,"","","",385.806,368.664,196.937,230.721,36.999,10.36
85.4000,"","","",385.377,368.192,197.097,230.035,36.999,10.385
85.4333,"","","",385.002,367.698,197.153,229.442,37,10.393
85.4667,"","","",384.618,367.233,196.957,229,36.999,10.421
85.5000,"","","",384.248,366.78,196.506,228.572,36.998,10.467
85.5333,"","","",383.974,366.236,195.833,228.455,36.997,10.467
85.5667,"","","",383.518,365.721,195.454,228.54,36.999,10.46
85.6000,"","","",383.183,365.344,195.056,228.545,37,10.47
85.6333,"","","",382.829,364.872,194.696,228.608,37.001,10.452
85.6667,"","","",382.376,364.393,194.382,228.735,36.999,10.48
85.7000,"","","",382.034,363.971,193.979,228.713,37,10.497
85.7333,"","","",381.718,363.548,193.63,228.678,37,10.478
85.7667,"","","",381.239,363.139,193.492,228.538,37.001,10.444
85.8000,"","","",380.804,362.692,193.402,228.331,36.999,10.477
85.8333,"","","",380.498,362.246,193.17,227.935,37,10.478
85.8667,"","","",380.089,361.823,192.949,227.442,37,10.463
85.9000,"","","",379.676,361.343,192.767,227.152,37.002,10.432
85.9333,"","","",379.238,360.927,192.654,226.929,37.001,10.421
85.9667,"","","",378.782,360.462,192.71,226.784,37.002,10.405
86.0000,"","","",378.411,359.995,192.846,226.916,37.001,10.408
86.0333,"","","",378.093,359.538,192.935,226.963,37,10.407
86.0667,"","","",377.766,359.116,192.935,226.753,36.999,10.437
86.1000,"","","",377.38,358.728,192.923,226.416,36.999,10.461
86.1333,"","","",376.91,358.255,192.959,226.311,36.999,10.472
86.1667,"","","",376.487,357.765,193.123,226.243,36.998,10.498
86.2000,"","","",376.016,357.266,193.423,226.106,37.001,10.455
86.2333,"","","",375.739,356.849,193.411,226.026,37.001,10.441
86.2667,"","","",375.376,356.457,193.42,225.919,37.002,10.413
86.3000,"","","",375.011,356.04,193.586,225.727,37.002,10.383
86.3333,"","","",374.681,355.583,193.66,225.601,37.003,10.359
86.3667,"","","",374.33,355.132,193.465,225.56,37.002,10.377
86.4000,"","","",373.991,354.615,193.194,225.497,36.999,10.402
86.4333,"","","",373.574,354.123,193.048,225.326,36.999,10.418
86.4667,"","","",373.109,353.638,193.084,225.365,36.997,10.471
86.5000,"","","",372.66,353.202,193.126,225.435,36.998,10.464
86.5333,"","","",372.186,352.797,193.395,225.324,36.997,10.518
86.5667,"","","",371.797,352.378,193.669,225.246,36.997,10.519
86.6000,"","","",371.444,351.982,193.673,224.966,36.998,10.521
86.6333,"","","",371.091,351.569,193.665,224.557,36.998,10.548
86.6667,"","","",370.664,351.159,193.875,224.12,36.998,10.573
86.7000,"","","",370.242,350.651,194.156,223.76,36.999,10.566
86.7333,"","","",369.801,350.191,194.607,223.46,37,10.529
86.7667,"","","",369.413,349.707,195.029,223.308,37.001,10.53
86.8000,"","","",369.07,349.249,195.356,223.198,37.001,10.488
86.8333,"","","",368.714,348.79,195.585,223.113,37.002,10.464
86.8667,"","","",368.369,348.402,195.516,223.095,37.001,10.469
86.9000,"","","",368.069,347.993,195.408,223.143,37.002,10.44
86.9333,"","","",367.713,347.578,195.146,223.012,37,10.445
86.9667,"","","",367.28,347.102,194.905,222.993,37.001,10.405
87.0000,"","","",366.995,346.622,194.598,223.107,36.999,10.433
87.0333,"","","",366.614,346.172,194.204,223.189,37,10.445
87.0667,"","","",366.218,345.721,193.694,223.238,37.001,10.413
87.1000,"","","",365.833,345.268,193.358,223.23,37.002,10.383
87.1333,"","","",365.509,344.842,193.004,223.186,37,10.388
87.1667,"","","",365.176,344.355,192.412,223.214,37,10.4
87.2000,"","","",364.844,343.887,191.779,223.236,37.001,10.383
87.2333,"","","",364.423,343.456,191.279,223.284,37,10.396
87.2667,"","","",364.035,343.052,190.9,223.194,37,10.395
87.3000,"","","",363.631,342.552,190.711,223.235,37,10.385
87.3333,"","","",363.223,342.069,190.559,223.379,36.998,10.435
87.3667,"","","",362.863,341.584,190.253,223.608,36.999,10.445
87.4000,"","","",362.468,341.15,189.869,223.759,36.999,10.456
87.4333,"","","",362.081,340.675,189.502,223.838,36.999,10.462
87.4667,"","","",361.683,340.191,189.332,224.019,36.999,10.47
87.5000,"","","",361.276,339.703,189.29,224.34,36.999,10.508
87.5333,"","","",360.912,339.22,189.393,224.81,37,10.48
87.5667,"","","",360.499,338.857,189.369,225.053,37.002,10.447
87.6000,"","","",360.074,338.409,189.388,225.182,37.002,10.436
87.6333,"","","",359.673,337.97,189.408,225.223,37.002,10.423
87.6667,"","","",359.263,337.436,189.375,225.424,37.002,10.405
87.7000,"","","",358.919,336.96,189.198,225.661,37.001,10.4
87.7333,"","","",358.512,336.544,188.972,225.947,37,10.41
87.7667,"","","",358.087,336.064,188.874,226.362,36.999,10.452
87.8000,"","","",357.735,335.6,188.861,226.865,36.998,10.484
87.8333,"","","",357.348,335.122,188.977,227.389,37,10.444
87.8667,"","","",356.978,334.689,189.246,227.788,37,10.467
87.9000,"","","",356.619,334.281,189.492,228.042,37.001,10.433
87.9333,"","","",356.243,333.846,189.681,228.154,37.001,10.433
87.9667,"","","",355.813,333.443,189.91,228.096,37,10.429
88.0000,"","","",355.481,332.986,190.134,227.963,37.001,10.4
88.0333,"","","",355.094,332.572,190.453,227.857,37.002,10.38
88.0667,"","","",354.71,332.16,190.901,227.696,37.001,10.373
88.1000,"","","",354.312,331.721,191.41,227.577,37,10.397
88.1333,"","","",353.916,331.286,191.886,227.446,36.999,10.413
88.1667,"","","",353.573,330.805,192.252,227.393,37,10.427
88.2000,"","","",353.207,330.283,192.53,227.353,37,10.423
88.2333,"","","",352.855,329.814,192.607,227.259,37,10.401
88.2667,"","","",352.581,329.314,192.441,227.172,37,10.399
88.3000,"","","",352.011,328.913,192.732,227.02,37,10.389
88.3333,"","","",351.693,328.474,192.72,226.889,37,10.406
88.3667,"","","",351.433,328.042,192.482,226.712,37,10.391
88.4000,"","","",351.112,327.322,192.168,227.017,37,10.385
88.4333,"","","",350.75,327.077,191.841,226.916,37,10.399
88.4667,"","","",350.418,326.706,191.328,226.607,37.001,10.37
88.5000,"PCR3","Both","",350.043,326.265,190.725,226.339,36.999,10.408
88.5333,"","","",349.704,325.85,189.962,226.034,36.999,10.411
88.5667,"","","",349.368,325.457,189.202,225.583,36.998,10.457
88.6000,"","","",348.931,325.03,188.576,225.001,36.999,10.465
88.6333,"","","",348.623,324.645,187.872,224.395,36.998,10.5
88.6667,"","","",348.428,324.223,186.901,223.811,36.997,10.506
88.7000,"","","",348.08,323.836,185.872,223.195,36.999,10.511
88.7333,"","","",347.758,323.448,184.805,222.456,37,10.514
88.7667,"","","",347.416,323.111,183.728,221.587,37,10.535
88.8000,"","","",347.082,322.741,182.653,220.679,37,10.526
88.8333,"","","",346.782,322.372,181.539,219.747,37,10.529
88.8667,"","","",346.421,321.955,180.426,218.881,37,10.546
88.9000,"","","",346.103,321.479,179.33,217.964,37.002,10.506
88.9333,"","","",345.714,321.118,178.41,216.938,37.001,10.499
88.9667,"","","",345.406,320.725,177.478,215.853,37,10.504
89.0000,"","","",345.038,320.318,176.67,214.923,37,10.489
89.0333,"","","",344.728,319.894,175.758,214.078,37,10.475
89.0667,"","","",344.437,319.466,174.826,213.214,37.002,10.439
89.1000,"","","",344.174,319.099,173.876,212.342,37.002,10.435
89.1333,"","","",343.837,318.678,172.912,211.541,37,10.425
89.1667,"","","",343.517,318.319,171.974,210.73,37.001,10.407
89.2000,"","","",343.087,317.956,171.237,209.838,37.001,10.379
89.2333,"","","",342.738,317.512,170.525,208.974,36.999,10.431
89.2667,"","","",342.41,317.117,169.835,208.096,36.997,10.446
89.3000,"","","",342.013,316.75,169.401,207.095,36.999,10.427
89.3333,"","","",341.649,316.436,168.976,205.982,36.998,10.467
89.3667,"","","",341.306,316.044,168.624,204.829,36.998,10.483
89.4000,"","","",341.05,315.649,168.186,203.641,36.999,10.496
89.4333,"","","",340.785,315.258,167.717,202.463,36.999,10.502
89.4667,"","","",340.523,314.847,167.221,201.329,37,10.489
89.5000,"","","",340.191,314.509,166.735,200.196,36.999,10.525
89.5333,"","","",339.772,314.127,166.463,199.236,37.001,10.497
89.5667,"","","",339.427,313.694,166.241,198.456,37.002,10.458
89.6000,"","","",339.174,313.308,165.747,197.829,37.002,10.458
89.6333,"","","",338.871,312.887,165.646,197.242,37.001,10.459
89.6667,"","","",338.511,312.463,165.583,196.773,37.001,10.444
89.7000,"","","",338.131,312.119,165.479,196.262,36.999,10.466
89.7333,"","","",337.824,311.701,165.307,196.405,37,10.46
89.7667,"","","",337.489,311.263,165.196,196.357,37,10.481
89.8000,"","","",337.16,310.947,165.081,196.116,37.001,10.438
89.8333,"","","",336.836,310.57,165.036,195.936,36.999,10.48
89.8667,"","","",336.543,310.199,164.938,195.758,37,10.464
89.9000,"","","",336.244,309.817,164.802,195.567,36.998,10.508
89.9333,"","","",335.87,309.477,164.957,195.351,36.999,10.517
89.9667,"","","",335.515,309.038,165.128,195.22,37,10.51
90.0000,"","","",335.215,308.619,164.992,195.204,37.001,10.496
90.0333,"","","",334.878,308.206,164.905,195.224,37.001,10.474
90.0667,"","","",334.496,307.751,164.895,195.356,37,10.471
90.1000,"","","",334.149,307.348,164.935,195.4,37,10.46
90.1333,"","","",333.785,306.988,165.04,195.335,37,10.472
90.1667,"","","",333.489,306.58,165.014,195.251,37,10.48
90.2000,"","","",333.153,306.202,165.052,195.177,37.002,10.417
90.2333,"","","",332.738,305.859,165.215,195.169,37.002,10.428
90.2667,"","","",332.439,305.465,165.418,195.11,37,10.412
90.3000,"","","",332.049,305.011,165.681,195.168,37.001,10.406
90.3333,"","","",331.734,304.644,165.977,195.208,36.999,10.434
90.3667,"","","",331.408,304.187,166.218,195.428,37,10.422
90.4000,"","","",331.094,303.851,166.341,195.612,37,10.441
90.4333,"","","",330.882,303.515,166.106,195.651,37.001,10.427
90.4667,"","","",330.498,303.136,165.976,195.732,36.999,10.465
90.5000,"","","",330.124,302.678,165.893,195.884,36.999,10.479
90.5333,"","","",329.793,302.245,165.987,196.057,37.002,10.433
90.5667,"","","",329.514,301.812,166.014,196.403,37.001,10.428
90.6000,"","","",329.188,301.456,166.03,196.688,37,10.447
90.6333,"","","",328.806,301.128,166.268,196.808,37,10.469
90.6667,"","","",328.449,300.788,166.618,196.689,37.001,10.44
90.7000,"","","",328.154,300.456,166.93,196.464,37,10.459
90.7333,"","","",327.852,300.059,167.053,196.262,36.999,10.483
90.7667,"","","",327.498,299.708,167.094,195.992,37.001,10.457
90.8000,"","","",327.148,299.286,167.035,195.826,37.001,10.434
90.8333,"","","",326.822,298.879,166.955,195.593,37.001,10.398
90.8667,"","","",326.526,298.431,166.968,195.449,37.001,10.409
90.9000,"","","",326.194,298.028,167.01,195.403,37,10.421
90.9333,"","","",325.862,297.659,166.904,195.302,36.999,10.457
90.9667,"","","",325.569,297.321,166.668,195.163,36.999,10.45
91.0000,"","","",325.204,296.945,166.545,195.066,36.999,10.472
91.0333,"","","",324.852,296.495,166.548,194.998,37,10.488
91.0667,"","","",324.483,296.11,166.57,194.972,37.001,10.443
91.1000,"","","",324.166,295.72,166.564,195.039,37.002,10.431
91.1333,"","","",323.914,295.338,166.404,194.955,37.002,10.394
91.1667,"","","",323.59,294.945,166.216,194.851,37.001,10.406
91.2000,"","","",323.278,294.518,165.918,194.776,37,10.386
91.2333,"","","",322.885,294.127,165.672,194.68,37.001,10.366
91.2667,"","","",322.487,293.76,165.618,194.437,37.001,10.351
91.3000,"","","",322.172,293.416,165.568,194.192,37.001,10.34
91.3333,"","","",321.885,293.065,165.368,193.931,36.999,10.368
91.3667,"","","",321.546,292.674,165.186,193.72,37,10.369
91.4000,"","","",321.189,292.229,165.14,193.741,36.999,10.394
91.4333,"","","",320.883,291.823,165.073,193.824,36.999,10.423
91.4667,"","","",320.553,291.43,165.067,193.861,37,10.429
91.5000,"","","",320.21,291.064,165.015,193.894,37,10.42
91.5333,"","","",319.86,290.657,165.004,193.941,36.999,10.445
91.5667,"","","",319.533,290.225,165.142,193.981,37.002,10.391
91.6000,"","","",319.241,289.828,165.152,194.037,37.001,10.405
91.6333,"","","",318.943,289.427,165.216,194.233,37,10.4
91.6667,"","","",318.644,289.09,165.206,194.291,37,10.413
91.7000,"","","",318.308,288.76,165.21,194.373,37,10.437
91.7333,"","","",317.979,288.382,165.189,194.343,37.002,10.392
91.7667,"","","",317.655,287.989,164.939,194.226,37.002,10.361
91.8000,"","","",317.308,287.586,164.82,194.12,37.003,10.347
91.8333,"","","",316.924,287.195,164.886,194.151,37.001,10.353
91.8667,"","","",316.612,286.801,164.922,194.283,37,10.371
91.9000,"","","",316.27,286.395,164.883,194.543,36.999,10.388
91.9333,"","","",316.019,285.98,164.688,194.8,37,10.398
91.9667,"","","",315.718,285.553,164.542,195.016,37,10.387
92.0000,"","","",315.317,285.166,164.589,195.133,36.999,10.407
92.0333,"","","",314.949,284.851,164.645,195.001,37.001,10.368
92.0667,"","","",314.614,284.502,164.654,194.806,37.001,10.356
92.1000,"","","",314.25,284.105,164.768,194.552,37.001,10.347
92.1333,"","","",313.902,283.75,164.951,194.295,37,10.342
92.1667,"","","",313.576,283.31,165.115,194.169,36.999,10.369
92.2000,"","","",313.258,282.925,165.185,194.148,37,10.339
92.2333,"","","",312.94,282.506,165.231,194.214,37.002,10.301
92.2667,"","","",312.656,282.076,165.193,194.32,37.001,10.305
92.3000,"","","",312.345,281.661,165.047,194.373,36.998,10.364
92.3333,"","","",312.052,281.306,164.9,194.33,36.999,10.339
92.3667,"","","",311.735,280.868,164.774,194.487,37,10.356
92.4000,"","","",311.323,280.467,164.88,194.652,36.999,10.396
92.4333,"","","",310.669,280.159,165.559,194.662,37,10.403
92.4667,"","","",310.435,279.853,165.885,194.506,36.999,10.423
92.5000,"","","",310.183,279.489,166.031,194.318,36.999,10.447
92.5333,"","","",309.934,279.098,165.973,194.219,37.001,10.398
92.5667,"","","",309.694,278.633,165.861,194.275,37.001,10.396
92.6000,"","","",309.38,278.22,165.848,194.34,37.001,10.387
92.6333,"","","",309.137,277.811,165.657,194.356,37.001,10.358
92.6667,"","","",308.856,277.667,165.31,193.847,37.001,10.355
92.7000,"","","",308.594,276.67,164.871,194.468,37,10.359
92.7333,"PCR4","Both","",308.293,276.73,164.455,194.334,36.999,10.396
92.7667,"","","",308.039,276.633,163.882,193.705,36.999,10.407
92.8000,"","","",307.761,276.376,163.246,192.877,37,10.379
92.8333,"","","",307.557,276.137,162.445,191.779,37,10.404
92.8667,"","","",307.345,275.87,161.516,190.551,37,10.417
92.9000,"","","",307.034,275.596,160.611,189.268,37,10.43
92.9333,"","","",306.712,275.31,159.685,187.898,37.001,10.402
92.9667,"","","",306.429,275.004,158.673,186.498,37,10.435
93.0000,"","","",306.158,274.643,157.559,185.053,36.998,10.485
93.0333,"","","",305.832,274.319,156.516,183.481,36.998,10.482
93.0667,"","","",305.55,273.977,155.452,181.906,37.001,10.441
93.1000,"","","",305.294,273.675,154.313,180.288,37.001,10.44
93.1333,"","","",305.1,273.33,153.035,178.733,37.001,10.422
93.1667,"","","",304.801,273.049,151.899,177.106,37,10.432
93.2000,"","","",304.535,272.749,150.713,175.459,37.001,10.407
93.2333,"","","",304.233,272.46,149.604,173.805,37,10.411
93.2667,"","","",303.966,272.187,148.336,172.139,37.001,10.377
93.3000,"","","",303.709,271.865,146.987,170.588,37.002,10.35
93.3333,"","","",303.438,271.536,145.779,169.101,37.001,10.377
93.3667,"","","",303.148,271.233,144.694,167.495,37.001,10.363
93.4000,"","","",302.839,270.87,143.709,165.949,36.999,10.389
93.4333,"","","",302.509,270.541,142.924,164.488,36.998,10.407
93.4667,"","","",302.214,270.224,142.248,163.015,36.999,10.417
93.5000,"","","",301.92,269.974,141.64,161.577,37,10.401
93.5333,"","","",301.631,269.694,141.078,160.143,37.001,10.397
93.5667,"","","",301.338,269.394,140.573,158.82,37,10.404
93.6000,"","","",301.038,269.053,140.075,157.719,37.001,10.375
93.6333,"","","",300.765,268.756,139.583,156.737,37,10.387
93.6667,"","","",300.524,268.408,139.012,155.866,37,10.379
93.7000,"","","",300.268,268.041,138.434,155.298,37,10.385
93.7333,"","","",300.029,267.723,138.011,154.879,37,10.369
93.7667,"","","",299.71,267.425,138.369,154.402,37.001,10.355
93.8000,"","","",299.4,267.127,138.718,153.863,36.999,10.379
93.8333,"","","",299.109,266.831,139.048,153.372,37.001,10.349
93.8667,"","","",298.873,266.495,139.25,153.06,37.001,10.336
93.9000,"","","",298.573,266.101,139.425,153.18,36.999,10.369
93.9333,"","","",298.263,265.785,139.727,153.498,36.999,10.379
93.9667,"","","",298.016,265.479,139.905,153.996,36.999,10.395
94.0000,"","","",297.72,265.175,140.123,154.17,37,10.371
94.0333,"","","",297.446,264.814,140.301,155.748,37,10.391
94.0667,"","","",297.17,264.412,140.516,156.835,37,10.376
94.1000,"","","",296.891,264.117,140.689,157.492,36.999,10.417
94.1333,"","","",296.555,263.805,140.963,158.039,36.999,10.418
94.1667,"","","",296.284,263.505,141.075,158.419,37,10.405
94.2000,"","","",296.063,263.192,140.941,158.699,37.001,10.388
94.2333,"","","",295.774,262.856,140.875,158.93,37.002,10.361
94.2667,"","","",295.458,262.494,140.95,159.178,37.003,10.321
94.3000,"","","",295.128,262.188,141.118,159.372,37.003,10.313
94.3333,"","","",294.868,261.909,141.222,159.569,37.003,10.297
94.3667,"","","",294.583,261.58,141.415,159.795,37.001,10.313
94.4000,"","","",294.282,261.229,141.644,160.128,37,10.325
94.4333,"","","",293.968,260.894,141.884,160.458,37,10.316
94.4667,"","","",293.719,260.562,141.89,160.859,37,10.331
94.5000,"","","",293.431,260.25,141.931,161.174,37.001,10.3
94.5333,"","","",293.144,259.944,141.942,161.424,37.001,10.29
94.5667,"","","",292.895,259.595,141.92,161.669,37.002,10.264
94.6000,"","","",292.602,259.282,141.884,161.804,37.001,10.259
94.6333,"","","",292.368,258.966,141.705,161.924,37,10.255
94.6667,"","","",292.112,258.664,141.452,162.019,36.999,10.289
94.7000,"","","",291.787,258.346,141.289,162.072,36.997,10.336
94.7333,"","","",291.488,258.003,141.199,162.241,36.996,10.37
94.7667,"","","",291.279,257.654,141.061,162.475,36.996,10.377
94.8000,"","","",290.987,257.327,140.973,162.707,36.998,10.372
94.8333,"","","",290.675,256.959,140.967,162.882,36.999,10.382
94.8667,"","","",290.343,256.678,141.068,162.891,36.999,10.407
94.9000,"","","",290.039,256.428,141.23,162.712,36.999,10.415
94.9333,"","","",289.817,256.087,141.316,162.596,37,10.408
94.9667,"","","",289.518,255.704,141.42,162.537,36.998,10.459
95.0000,"","","",289.215,255.394,141.49,162.489,36.999,10.465
95.0333,"","","",288.929,255.08,141.513,162.501,37,10.446
95.0667,"","","",288.663,254.767,141.418,162.48,37.001,10.414
95.1000,"","","",288.415,254.43,141.323,162.434,37.002,10.406
95.1333,"","","",288.173,254.075,141.208,162.39,37.001,10.397
95.1667,"","","",287.938,253.694,141.031,162.389,37.001,10.37
95.2000,"","","",287.621,253.345,140.839,162.442,37.001,10.369
95.2333,"","","",287.339,253.349,140.683,162.008,36.998,10.403
95.2667,"","","",287.017,252.383,140.658,162.755,37.001,10.376
95.3000,"SUCC","Both","",286.716,252.83,140.605,162.015,37.001,10.354
95.3333,"","","",286.467,253.108,140.517,160.165,37,10.353
95.3667,"","","",285.674,253.078,141.35,157.932,37.001,10.323
95.4000,"","","",285.462,252.912,141.998,155.673,37.001,10.305
95.4333,"","","",285.48,252.678,142.051,153.332,37,10.324
95.4667,"","","",285.395,252.44,141.835,150.952,36.999,10.34
95.5000,"","","",285.275,252.098,141.312,148.71,37,10.348
95.5333,"","","",285.084,251.848,140.533,146.458,36.999,10.389
95.5667,"","","",284.828,251.482,139.746,144.456,37,10.376
95.6000,"","","",284.6,251.054,138.958,142.866,37,10.398
95.6333,"","","",284.304,250.714,138.327,141.413,36.998,10.425
95.6667,"","","",284.001,250.414,137.736,139.969,36.999,10.426
95.7000,"","","",283.71,250.049,137.203,138.746,36.999,10.45
95.7333,"","","",283.411,249.739,136.777,137.687,36.999,10.473
95.7667,"","","",283.167,249.377,136.382,136.853,36.999,10.482
95.8000,"","","",282.892,248.993,135.955,136.281,37,10.459
95.8333,"","","",282.542,248.584,135.706,135.971,37.001,10.421
95.8667,"","","",282.247,248.201,135.528,135.856,37.001,10.419
95.9000,"","","",281.975,247.851,135.304,135.952,37.001,10.385
95.9333,"","","",281.654,247.508,135.206,136.177,37.001,10.366
95.9667,"","","",281.312,247.124,135.157,136.605,37.002,10.352
96.0000,"","","",280.946,246.675,135.234,137.323,37,10.384
96.0333,"","","",280.616,246.362,135.491,138.103,37,10.388
96.0667,"","","",280.274,246.014,135.9,139.052,37.001,10.365
96.1000,"","","",279.942,245.633,136.267,140.247,37,10.364
96.1333,"","","",279.651,245.246,136.664,141.651,37,10.376
96.1667,"","","",279.339,244.835,137.169,143.38,37.001,10.337
96.2000,"","","",278.989,244.454,137.888,145.211,37,10.367
96.2333,"","","",278.7,244.066,138.656,147.085,36.999,10.376
96.2667,"","","",278.362,243.681,139.405,149.159,37,10.384
96.3000,"","","",278.051,243.303,140.224,151.499,37,10.398
96.3333,"","","",277.73,242.943,141.138,153.928,37,10.371
96.3667,"","","",277.417,242.562,142.096,156.491,37.002,10.344
96.4000,"","","",277.066,242.196,143.128,159.152,37.002,10.322
96.4333,"","","",276.748,241.82,144.13,161.969,37,10.354
96.4667,"","","",276.42,241.473,145.104,164.92,36.999,10.39
96.5000,"","","",276.129,241.092,145.961,168.119,37,10.362
96.5333,"","","",275.827,240.702,146.871,171.52,37.002,10.306
96.5667,"","","",275.5,240.299,147.814,174.464,37.001,10.315
96.6000,"","","",275.146,239.92,148.913,178.736,37.001,10.284
96.6333,"","","",274.816,239.585,150.083,181.591,37.002,10.273
96.6667,"","","",274.505,239.222,151.183,183.334,37.001,10.257
96.7000,"","","",274.196,238.785,153.251,184.632,37,10.258
96.7333,"","","",273.876,238.379,155.235,185.649,37.001,10.231
96.7667,"","","",273.54,237.911,156.714,186.61,37.001,10.209
96.8000,"","","",273.242,237.521,157.78,187.356,37.002,10.183
96.8333,"","","",272.902,237.157,158.557,188.026,37.001,10.183
96.8667,"","","",272.504,236.84,159.271,188.356,36.999,10.221
96.9000,"","","",272.131,236.474,159.979,188.651,36.999,10.219
96.9333,"","","",271.795,236.098,160.55,189.05,37,10.222
96.9667,"","","",271.472,235.709,161.079,189.41,36.998,10.266
97.0000,"","","",271.137,235.349,161.6,189.598,36.998,10.281
97.0333,"","","",270.809,234.93,162.073,189.841,36.999,10.284
97.0667,"","","",270.438,234.513,162.591,190.025,37,10.273
97.1000,"","","",270.105,234.157,162.969,190.128,37,10.287
97.1333,"","","",269.784,233.807,163.239,190.181,37,10.28
97.1667,"","","",269.407,233.46,163.64,190.231,36.999,10.301
97.2000,"","","",269.095,233.054,163.947,190.342,37,10.308
97.2333,"","","",268.742,232.661,164.191,190.424,37,10.291
97.2667,"","","",268.439,232.268,164.364,190.461,36.999,10.336
97.3000,"","","",268.104,231.89,164.567,190.497,36.999,10.346
97.3333,"","","",267.755,231.505,164.875,190.67,37,10.324
97.3667,"","","",267.358,231.111,165.306,190.743,36.999,10.354
97.4000,"","","",267.007,230.741,165.791,190.732,36.999,10.379
97.4333,"","","",266.694,230.438,166.245,190.577,36.999,10.38
97.4667,"","","",266.36,230.064,166.626,190.423,37,10.372
97.5000,"","","",266.051,229.679,166.925,190.34,37,10.376
97.5333,"","","",265.718,229.282,167.261,190.295,37.001,10.338
97.5667,"","","",265.365,228.906,167.553,190.259,37.003,10.301
97.6000,"","","",265.046,228.477,167.827,190.327,37.002,10.301
97.6333,"","","",264.686,228.067,168.109,190.445,37,10.321
97.6667,"","","",264.338,227.686,168.392,190.522,36.999,10.343
97.7000,"","","",263.987,227.297,168.661,190.614,36.999,10.354
97.7333,"","","",263.651,226.873,168.961,190.753,37.001,10.308
97.7667,"","","",263.307,226.513,169.242,190.837,37.001,10.305
97.8000,"","","",263.008,226.15,169.441,190.816,37.001,10.29
